job_title,job_description,job_url,job_logo
aijobs.net,"Find jobs and talents in Artificial Intelligence (AI), Machine Learning (ML), Natural Language Processing (NLP), Computer Vision (CV), Data Engineering, Data Analytics, Big Data, and Data Science in general.",https://aijobs.net,https://aijobs.net/static/img/ai.jpg
